# critic_loss generator_loss wasserstein_gap gradient_penalty score_real score_fake real_increment_std fake_increment_std real_increment_mean fake_increment_mean increment_std_rel_error increment_mean_abs_error checkpoint_selection_score
5.603487510234117855e-03 -1.558611541986465454e-01 6.483368575572967529e-03 1.208685617893934293e-03 1.913842603564262501e-01 1.849008917808532826e-01 2.518638111650943825e-02 2.220220379531383584e-02 5.696103980881162123e-05 3.109292883891612020e-05 1.184837673690651155e-01 1.027067400005002209e-03 1.272028889625370363e-01
1.945125767961144309e-02 -1.873297542333602905e-01 -7.652841508388519287e-03 1.179841626435518308e-03 1.999630451202392689e-01 2.076158866286277882e-01 2.518665585666894982e-02 2.241729963570833137e-02 5.696103144146036221e-05 1.430782544957764845e-05 1.099533116508356195e-01 1.693484289177496060e-03 1.204794790748371508e-01
-5.235042795538902630e-03 -2.109800502657890320e-01 1.666056513786316057e-02 1.142552203964441928e-03 2.082353189587592968e-01 1.915747538208961431e-01 2.518651355057954788e-02 2.273642737418413162e-02 5.696102734873420423e-05 -6.907549118295719551e-06 9.727770266328750193e-02 2.535824433827780448e-03 1.176166444389429022e-01
3.075055964291095907e-03 -1.801608055830001831e-01 8.261801302433013569e-03 1.133685663808137092e-03 2.151655420660972540e-01 2.069037407636642456e-01 2.518647648394107749e-02 2.299485690891742845e-02 5.696103066838986435e-05 1.224748393724439666e-05 8.701572752083890083e-02 1.775299802569826500e-03 9.818651428964987604e-02
-7.766940072178840984e-03 -1.732887104153633118e-01 1.847251951694488595e-02 1.070558000355958852e-03 2.212102025747299250e-01 2.027376830577850286e-01 2.518649995326995711e-02 2.333520911633968353e-02 5.696103162335930528e-05 1.184223947348073151e-07 7.350329900111499115e-02 2.256868136971440248e-03 9.530324465538728140e-02
1.200300669297576020e-02 -2.142592221498489380e-01 -1.341922581195831212e-03 1.066108490340411576e-03 2.268019467592239380e-01 2.281438693404197748e-01 2.518669907003641059e-02 2.350515276193618913e-02 5.696103171430877681e-05 8.447950749541632560e-05 6.676326672890317560e-02 1.092579686742379749e-03 7.026387748718181114e-02
2.709221187978982925e-02 -2.479912936687469482e-01 -1.668525040149688651e-02 1.040696137351915240e-03 2.314990580081939808e-01 2.481843084096908569e-01 2.518653254956006865e-02 2.381730489432811598e-02 5.696102734873420423e-05 6.327737555693602460e-05 5.436348383737742845e-02 2.507827623958250860e-04 7.234021313862205871e-02
-1.330425320193171466e-02 -2.072922363877296448e-01 2.341763377189636300e-02 1.011338102398440285e-03 2.349042221903800964e-01 2.114865884184837230e-01 2.518664803355932097e-02 2.421262301504611969e-02 5.696102980436990173e-05 6.689368710794951496e-05 3.867227656402367347e-02 3.943620163330479678e-04 6.349561045465151876e-02
1.063240021467208932e-02 -2.764929980039596558e-01 -8.490607142448425293e-04 9.783339337445795536e-04 2.372136160731315724e-01 2.380626767873764149e-01 2.518652938306331635e-02 2.464557215571403642e-02 5.696102925867307931e-05 2.862035926227690720e-05 2.147803768833544263e-02 1.125231252160078382e-03 2.443066358848494310e-02
1.925752628594636778e-02 -2.186777144670486450e-01 -9.968937933444976460e-03 9.288588538765907071e-04 2.381195724010467529e-01 2.480885103344917242e-01 2.518671061843633791e-02 2.505166493356227736e-02 5.696102780348155512e-05 -5.857846914523179158e-05 5.361783319567229623e-03 4.587319824906102052e-03 2.084689993179490025e-02
